Date,Cumulative_Cases_by_Episode_Date,Cumulative_Resolved_Cases_by_Episode_Date,Cumulative_Active_Cases_by_Episode_Date,Cumulative_Deaths_by_Date_of_Death,Daily_Cases_by_Reported_Date,7-day_Average_of_Newly_Reported_cases_by_Reported_Date,Daily_Cases_by_Episode_Date,Daily_Cases_Linked_to_a_Community_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_a_School_or_Childcare_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_an_Institutional_Outbreak_by_Episode_Date,Daily_Cases_Not_Linked_to_an_Outbreak_ie_Sporadic_Cases_by_Episode_Date,Cases_Newly_Admitted_to_Hospital,Cases_Currently_in_Hospital,Cases_Currently_in_ICU,"Cumulative_Rate_for_0-9_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_10-19_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_20-29_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_30-39_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_40-49_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_50-59_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_60-69_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_70-79_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_80-89_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_90_Years_and_Over_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Males_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Females_per_100,000_pop_by_Episode_Date",Source_of_Infection_is_Close_Contact_by_Episode_Date,Source_of_Infection_is_Missing_by_Episode_Date,Source_of_Infection_is_an_Outbreak_by_Episode_Date,Source_of_Infection_is_Travel_by_Episode_Date,Source_of_Infection_is_Unknown_by_Episode_Date,Sum_of_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,%_No_Known_Source_for_Cases_with_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,OBJECTID
2020/07/20,2408,1872,273,263,47,19.1,30,0,3,0,27,2,8,3,47.3,97.1,226.6,196.5,238.1,241.1,211.1,249.4,816.9,2226.5,188.2,267,16,0,3,1,10,259,31.7,161
2020/07/21,2432,1877,292,263,23,21.9,24,0,1,0,23,0,8,3,49.1,101.6,231,198.4,241.1,242.5,211.9,249.4,816.9,2226.5,190.3,269.5,17,0,1,1,5,277,30.7,162
2020/07/22,2459,1884,312,263,13,21.6,27,0,3,1,23,2,9,3,54.6,105.1,234.7,201.6,242.6,243.9,213.6,249.4,816.9,2226.5,192.2,272.6,16,2,3,1,5,293,29.4,163
2020/07/23,2478,1894,321,263,29,24.7,19,0,1,1,17,1,10,3,56.4,107.7,237.2,204.7,242.6,246.1,215.3,249.4,816.9,2226.5,194.3,274.1,10,1,2,1,5,303,29.4,164
2020/07/24,2501,1902,336,263,34,27.1,23,0,4,1,18,0,7,3,59.1,113.9,240.3,207.3,244,246.1,217,249.4,816.9,2226.5,195.5,277.3,15,0,5,0,3,309,27.8,165
2020/07/25,2513,1915,335,263,26,28.6,12,0,1,1,10,1,8,3,61.8,113.9,242.1,207.9,245.5,248.2,217,249.4,816.9,2226.5,196.8,278.2,6,1,2,0,3,313,27.5,166
2020/07/26,2520,1920,337,263,21,27.6,7,0,1,0,6,2,10,4,62.7,114.8,242.1,208.5,246.3,248.2,219.5,249.4,816.9,2226.5,197.4,279,3,0,1,1,2,297,26.9,167
2020/07/27,2535,1933,338,264,22,24,15,0,1,1,13,1,10,4,62.7,114.8,247.1,209.8,246.3,249,221.2,250.7,819.9,2226.5,198.8,280.5,7,0,2,2,4,287,27.2,168
2020/07/28,2555,1964,327,264,14,22.7,20,0,1,2,17,1,11,4,64.6,118.3,250.2,212.3,247.7,250.4,221.2,250.7,819.9,2237.8,200.7,282.3,11,0,3,1,5,287,26.5,169
2020/07/29,2571,1985,322,264,20,23.7,16,2,0,2,12,2,12,4,66.4,119.2,252,215.5,248.5,251.1,222,252,822.9,2237.8,202.4,283.6,8,1,4,0,3,280,26.1,170
2020/07/30,2591,1995,332,264,19,22.3,20,1,1,0,18,1,13,4,67.3,125.4,255.7,216.7,248.5,251.8,222.9,253.4,825.9,2237.8,205.2,284.7,9,3,2,1,5,279,25.4,171
2020/07/31,2601,2018,319,264,18,20,10,0,0,1,9,1,14,3,69.1,126.3,257,218.6,248.5,252.5,223.7,253.4,825.9,2237.8,206.3,285.5,3,1,1,1,4,258,24,172
2020/08/01,2619,2048,307,264,15,18.4,18,0,0,0,18,1,14,2,70.9,128.9,260.7,220.5,249.2,254,224.5,253.4,825.9,2237.8,208.8,286.4,7,2,0,0,9,250,26.8,173
2020/08/02,2627,2071,292,264,2,15.7,8,0,0,0,8,0,14,2,70.9,129.8,261.9,222.4,249.2,255.4,224.5,253.4,825.9,2237.8,209.6,287.2,4,0,0,0,4,240,27.9,174
2020/08/03,2636,2093,279,264,10,14,9,0,1,1,7,0,13,1,72.7,131.6,261.9,223.7,250,256.1,224.5,254.7,825.9,2237.8,210.6,287.9,3,2,2,0,2,218,27.1,175
2020/08/04,2648,2117,267,264,20,14.9,12,0,0,1,11,1,12,1,74.6,135.1,262.5,224.9,250.7,256.8,225.4,254.7,825.9,2237.8,211.1,289.6,8,2,1,0,1,205,26.8,176
2020/08/05,2657,2146,247,264,12,13.7,9,1,0,0,8,1,13,1,74.6,136.9,263.8,227.5,250.7,257.5,225.4,254.7,825.9,2237.8,212.5,290,3,1,1,1,3,187,28.3,177
2020/08/06,2667,2181,222,264,13,12.9,10,0,0,0,10,1,11,2,78.2,136.9,264.4,228.7,251.5,259,225.4,254.7,825.9,2237.8,213.5,290.9,3,1,0,1,5,179,29.6,178
2020/08/07,2679,2192,223,264,6,11.1,12,0,0,3,9,1,11,2,80,140.4,266.3,228.7,251.5,259,227.1,256,825.9,2237.8,213.7,292.9,5,4,2,0,1,167,30.5,179
2020/08/08,2685,2215,206,264,14,11,6,1,0,1,4,1,12,1,81.8,140.4,267.5,228.7,252.2,259.7,227.1,256,825.9,2237.8,214,293.7,3,0,2,0,1,161,30.4,180
2020/08/09,2687,2226,197,264,16,13,2,0,0,1,1,2,14,2,81.8,140.4,267.5,229.4,252.2,260.4,227.1,256,825.9,2237.8,214.2,293.9,0,1,1,0,0,155,30.3,181
2020/08/10,2700,2237,199,264,8,12.7,13,2,0,1,10,0,14,1,81.8,140.4,270.6,231.3,253.7,261.1,227.9,257.3,825.9,2237.8,215.2,295.4,7,0,2,1,3,154,29.9,182
2020/08/11,2713,2246,203,264,8,11,13,2,0,1,10,0,14,1,83.7,143.1,272.4,231.3,254.4,263.3,227.9,258.6,825.9,2237.8,216.4,296.7,9,0,3,0,1,148,28.4,183
2020/08/12,2720,2271,185,264,12,11,7,3,0,0,4,0,12,2,83.7,143.9,272.4,233.2,255.9,264,227.9,258.6,825.9,2237.8,217.3,297,3,0,3,0,1,141,28.4,184
2020/08/13,2742,2290,188,264,11,10.7,22,0,0,0,22,0,11,2,89.1,149.2,277.4,234.4,255.9,264,227.9,258.6,825.9,2237.8,220,298.5,18,0,0,2,2,143,25.9,185
2020/08/14,2753,2307,182,264,6,10.7,11,4,0,1,6,1,12,2,89.1,151,279.3,235.1,257.4,265.4,228.7,258.6,825.9,2237.8,221.2,299.4,4,0,5,1,1,144,23.6,186
2020/08/15,2757,2319,174,264,2,9,4,0,0,0,4,1,13,2,90,151,279.9,235.7,257.4,266.1,228.7,258.6,825.9,2237.8,221.6,299.8,3,0,0,0,1,130,20,187
2020/08/16,2761,2342,155,264,26,10.4,4,0,0,1,3,0,13,2,90,151,281.7,235.7,257.4,266.1,228.7,258.6,825.9,2249.1,222,300.2,1,0,1,1,1,125,18.4,188
2020/08/17,2784,2350,169,265,8,10.4,23,1,0,4,18,1,11,1,90.9,154.5,286.7,237.6,257.4,269,231.3,258.6,825.9,2249.1,224.1,302.4,16,0,5,1,1,136,16.2,189
2020/08/18,2810,2357,188,265,15,11.4,26,1,0,1,24,0,9,1,91.8,159.8,290.4,238.8,258.9,273.3,232.9,258.6,825.9,2260.4,227.8,303.7,11,1,2,2,10,150,20.7,190
2020/08/19,2834,2372,197,265,23,13,24,4,2,3,15,2,9,1,97.3,162.5,291.6,241.4,259.6,276.1,235.5,260,825.9,2260.4,229.7,306.3,11,1,9,0,3,162,19.1,191
2020/08/20,2852,2380,206,266,24,14.9,18,1,0,1,16,3,8,0,98.2,165.1,295.4,243.3,261.1,277.6,235.5,260,825.9,2271.7,230.8,308.6,9,1,2,3,3,169,17.2,192
2020/08/21,2873,2394,213,266,16,16.3,21,3,0,2,16,0,8,0,99.1,167.8,297.2,247.7,263.3,279,236.3,260,828.9,2271.7,232.4,311,11,0,5,1,4,178,18,193
2020/08/22,2892,2403,223,266,16,18.3,19,1,0,0,18,1,9,0,100,172.2,301.6,247.7,264.8,281.1,237.1,260,828.9,2271.7,234.9,312.1,12,0,1,0,6,192,19.3,194
2020/08/23,2909,2410,233,266,13,16.4,17,0,1,1,15,0,9,0,100.9,175.7,304.6,248.3,267,281.9,237.1,261.3,828.9,2283,236.6,313.6,7,0,2,1,7,207,21.3,195
2020/08/24,2928,2413,249,266,19,18,19,2,0,0,17,1,10,1,101.8,180.1,308.4,250.2,267.8,282.6,237.1,263.9,828.9,2283,238.4,315.5,8,0,2,1,8,213,23,196
2020/08/25,2942,2425,251,266,23,19.1,14,0,0,1,13,4,13,2,102.8,181.9,309,252.1,269.3,284.7,238,265.2,828.9,2283,240.7,315.8,4,0,1,1,8,214,26.2,197
2020/08/26,2959,2435,258,266,15,18,17,1,0,3,13,0,13,2,102.8,182.8,313.3,254,271.5,286.2,238.8,265.2,828.9,2283,242.2,317.5,6,1,3,1,6,222,27.5,198
2020/08/27,2972,2445,261,266,16,16.9,13,1,0,3,9,1,11,2,102.8,187.2,315.8,254,273,286.2,239.7,266.6,828.9,2283,243.4,318.8,8,0,4,0,1,210,28.6,199
2020/08/28,2999,2463,270,266,20,17.4,27,0,4,3,20,1,11,1,105.5,190.7,320.1,254.6,277.4,289,241.4,266.6,828.9,2283,246.3,321.1,15,1,6,0,5,225,28.4,200
2020/08/29,3020,2470,284,266,12,16.9,21,0,1,2,18,0,11,1,106.4,193.4,322.6,256.5,281.1,289,243.9,269.2,828.9,2283,248.6,322.7,9,2,3,4,3,240,27.5,201
2020/08/30,3040,2475,298,267,16,17.3,20,0,2,6,12,2,12,1,108.2,195.2,325.1,258.4,281.9,290.4,245.6,270.5,831.8,2305.6,249.8,325.3,10,0,7,0,3,251,27.1,202
2020/08/31,3060,2487,306,267,13,16.4,20,1,0,3,16,1,13,1,109.1,196.9,327.6,260.3,284.8,291.9,248.1,271.8,831.8,2305.6,251.7,327.2,9,2,4,3,2,249,27.7,203
2020/09/01,3086,2508,311,267,18,15.7,26,1,0,3,22,0,13,1,111.8,200.5,332.5,261,287.8,291.9,251.4,273.2,834.8,2305.6,254.2,329.6,13,1,4,2,6,247,26.3,204
2020/09/02,3124,2534,323,267,14,15.6,38,1,0,10,27,0,11,1,114.6,207.5,338.7,263.5,290.8,292.6,253.1,274.5,846.8,2316.9,258.1,333,18,4,11,2,3,254,25.6,205
2020/09/03,3146,2555,324,267,24,16.7,22,1,0,4,17,0,9,1,116.4,208.4,341.8,264.8,294.5,294.7,253.1,275.8,855.7,2316.9,259.4,335.8,9,1,5,2,5,255,26.3,206
2020/09/04,3168,2573,328,267,24,17.3,22,0,0,3,19,3,12,1,119.1,210.2,344.3,266.7,297.4,295.5,254,281.1,855.7,2316.9,261.8,337.6,14,1,3,1,3,255,25.9,207
2020/09/05,3193,2591,335,267,17,18,25,1,0,11,13,2,14,1,119.1,211.1,348.6,270.4,297.4,295.5,255.6,286.4,867.6,2328.2,263.9,340.2,7,1,12,1,4,250,25.6,208
2020/09/06,3214,2610,337,267,26,19.4,21,1,1,3,16,1,15,1,120,212.8,353.6,272.3,298.2,297.6,257.3,286.4,870.6,2328.2,264.8,343.2,11,1,4,1,4,253,24.1,209
2020/09/07,3255,2626,362,267,29,21.7,41,3,0,5,33,0,13,1,120.9,219,359.1,275.5,304.9,301.2,259.9,286.4,876.6,2328.2,269.1,346.7,21,1,8,1,10,270,23.3,210
2020/09/08,3306,2641,398,267,24,22.6,51,0,2,13,36,3,15,1,123.7,225.2,367.2,278.7,309.3,302.6,266.6,291.6,885.5,2328.2,273.9,351.6,23,3,14,1,10,296,22,211
2020/09/09,3351,2655,429,267,15,22.7,45,2,2,10,31,0,14,1,125.5,231.4,377.1,281.8,315.2,304,268.3,294.3,888.5,2328.2,277.8,356.2,20,3,14,2,6,316,20.6,212
2020/09/10,3428,2671,490,267,33,24,77,1,3,21,52,2,15,2,127.3,242,387,288.8,321.2,309,275,304.8,894.5,2362.1,285.5,363.1,33,4,24,1,15,363,21.8,213
2020/09/11,3458,2687,504,267,60,29.1,30,0,4,1,25,0,13,1,132.8,245.5,392.6,291.9,321.9,311.2,276.7,304.8,894.5,2362.1,288.4,365.9,14,1,5,2,8,367,22.3,214
2020/09/12,3507,2708,530,269,47,33.4,49,0,3,4,42,1,13,0,135.5,248.1,405,300.1,324.1,314.1,278.4,304.8,894.5,2373.4,293.4,370.2,27,4,7,0,11,393,22.9,215
2020/09/13,3542,2729,543,270,31,34.1,35,1,0,5,29,1,12,1,139.1,250.8,411.2,303.9,327.1,316.2,280.9,306.1,897.4,2373.4,296.3,373.9,14,4,6,2,9,409,23.5,216
2020/09/14,3610,2745,593,272,59,38.4,68,0,0,19,49,1,12,1,143.7,260.5,421.1,310.9,335.3,321.9,280.9,311.4,903.4,2373.4,302.1,381,27,6,19,1,15,441,24.7,217
2020/09/15,3683,2767,643,273,41,40.9,73,0,3,15,55,1,13,1,150.9,267.6,434.1,313.4,342.7,326.2,284.2,319.3,912.3,2407.3,308.7,388.3,34,4,17,1,17,476,25.2,218
2020/09/16,3760,2804,682,274,41,44.6,77,0,3,7,67,1,13,0,160,275.5,450.8,321.6,347.9,329.8,286.8,319.3,921.3,2407.3,315.6,395.9,33,9,10,3,22,518,26.8,219
2020/09/17,3810,2825,707,278,57,48,50,2,6,4,38,2,13,2,164.6,287,460.1,324.2,350.9,332.7,288.4,322,924.3,2407.3,318.9,402.1,21,6,12,0,11,546,26.6,220
2020/09/18,3897,2845,774,278,47,46.1,87,1,3,5,78,0,13,2,178.2,295.8,475.5,331.1,359.8,336.2,294.3,322,927.3,2418.6,326.7,410.8,49,11,9,2,16,609,25.9,221
2020/09/19,3967,2863,824,280,47,46.1,70,2,3,4,61,0,12,2,186.4,304.7,490.4,337.4,367.2,339.8,295.2,323.3,927.3,2418.6,334.2,416.6,39,6,9,1,15,661,25.6,222
2020/09/20,4009,2874,855,280,76,52.6,42,1,4,4,33,2,13,2,191,310.8,498.5,341.8,370.9,342,295.2,324.6,927.3,2429.9,338.1,420.7,13,6,9,1,13,680,26.2,223
2020/09/21,4117,2904,933,280,55,52,108,2,3,22,81,1,14,3,200,321.4,518.3,353.9,384.2,349.1,297.7,324.6,933.2,2452.5,348.1,431.1,42,20,27,1,18,730,25.5,224
2020/09/22,4225,2934,1011,280,85,58.3,108,0,1,27,80,3,17,3,210.1,328.5,541.2,364.6,393.9,357,301.9,329.9,939.2,2452.5,356.8,442.8,38,21,26,0,23,774,25.7,225
2020/09/23,4331,2980,1070,281,66,61.9,106,0,5,25,76,2,18,3,221,342.6,556.7,370.9,402.8,366.3,308.6,335.2,954.1,2463.8,367.8,452,42,12,29,1,22,821,26.2,226
2020/09/24,4433,3026,1125,282,38,59.1,102,2,5,19,76,2,20,3,231,353.2,574.6,379.8,410.9,372,316.2,340.5,960,2486.4,377.1,462,42,14,26,0,20,847,26,227
2020/09/25,4554,3080,1190,284,57,60.6,121,5,12,16,88,3,22,3,241.9,368.2,597.5,389.2,421.3,380.6,319.6,343.1,977.9,2509,389.2,472.8,47,23,33,2,16,923,24.7,228
2020/09/26,4638,3116,1236,286,76,64.7,84,3,3,13,65,3,23,4,243.7,377.9,616.1,395.6,430.2,386.3,324.6,348.4,980.9,2509,396.4,481.6,43,9,17,0,15,951,24.4,229
2020/09/27,4720,3167,1266,287,109,69.4,82,2,4,12,64,2,24,4,249.2,385.9,632.8,403.8,436.9,392,328,351,983.9,2542.9,402.8,490.7,37,10,18,1,16,991,24.1,230
2020/09/28,4836,3211,1337,288,86,73.9,116,3,4,11,98,6,29,4,256.4,403.6,653.3,414.5,447.3,398.5,334.7,353.7,989.9,2576.9,415.1,500.4,54,20,17,2,23,1048,23.6,231
2020/09/29,4943,3283,1369,291,58,70,107,5,9,18,75,4,29,3,261.9,413.3,673.7,420.8,462.1,405.6,344.8,356.3,992.8,2599.5,425.2,510.6,46,12,30,1,18,1081,22.9,232
2020/09/30,5026,3337,1398,291,108,76,83,1,5,10,67,5,32,5,266.4,423,684.2,429.7,469.5,414.9,350.7,360.2,1001.8,2599.5,430.6,520.9,48,7,15,1,12,1085,21.9,233
2020/10/01,5127,3399,1435,293,106,85.7,101,2,10,11,78,3,31,5,273.7,439.8,696.6,437.9,478.4,425.7,355.7,365.5,1010.7,2610.8,438.9,531.5,47,15,22,1,16,1130,21.5,234
2020/10/02,5223,3444,1485,294,115,94,96,0,4,13,79,1,31,5,283.7,445.1,713.9,445.5,489.6,433.5,359.9,372.1,1016.7,2622.1,446.8,541.7,41,16,17,1,21,1131,21.9,235
2020/10/03,5295,3504,1496,295,65,92.4,72,2,1,5,64,5,33,6,285.5,446.8,729.4,453.1,495.5,441.4,365,378.7,1016.7,2633.4,454.5,547.7,34,16,8,0,14,1132,21.8,236
2020/10/04,5353,3581,1477,295,77,87.9,58,1,2,8,47,3,34,6,288.3,452.1,740.6,456.8,502.2,446.4,368.3,381.4,1019.7,2656,459.9,553.3,31,5,11,0,11,1144,21.4,237
2020/10/05,5431,3658,1478,295,82,87.3,78,3,3,13,59,3,35,6,291,462.7,752.3,465.1,510.3,451.4,373.4,382.7,1028.6,2689.9,466.1,561.8,34,5,19,2,18,1123,21.8,238
2020/10/06,5507,3759,1452,296,139,98.9,76,5,3,15,53,2,36,7,298.3,469.8,762.2,472,516.3,457.1,378.4,386.6,1040.5,2735.1,473.3,569.1,31,7,22,0,16,1102,21.6,239
2020/10/07,5608,3846,1466,296,175,108.4,101,13,4,21,63,3,38,10,305.5,490.1,775.9,479,525.2,461.4,382.6,391.9,1058.4,2780.3,482.4,579.2,37,9,37,1,17,1100,21.2,240
2020/10/08,5688,3967,1425,296,85,105.4,80,5,6,14,55,2,38,9,312.8,506.9,783.3,484.6,531.8,466.4,387.7,395.9,1070.4,2814.2,491.2,585.5,35,7,24,0,14,1084,20.9,241
2020/10/09,5774,4051,1427,296,96,102.7,86,5,2,20,59,2,39,9,320.1,516.6,790.1,491.6,545.2,475.7,392.7,395.9,1094.2,2814.2,499.9,593.1,37,8,27,1,13,1045,21.4,242
2020/10/10,5840,4130,1413,297,67,103,66,5,2,7,52,6,45,9,326.4,523.7,796.9,496.7,556.3,480,398.6,397.2,1100.2,2825.5,505.2,600.4,28,6,13,0,19,1032,22.1,243
2020/10/11,5904,4229,1378,297,140,112,64,6,4,6,48,5,48,10,330.1,537.8,805,502.3,562.3,484.3,401.1,403.8,1100.2,2825.5,511.5,606.2,28,11,16,0,9,1020,21.7,244
2020/10/12,5967,4320,1350,297,63,109.3,63,2,3,16,42,2,47,10,334.6,544,815.5,504.9,569.7,490.8,405.3,406.4,1103.2,2859.4,516.4,613.2,16,11,21,1,14,961,22.1,245
2020/10/13,6052,4383,1371,298,74,100,85,4,3,10,68,1,46,7,343.7,559,827.3,509.3,580.8,498.6,407.9,409.1,1103.2,2870.7,524.7,621.1,36,12,17,3,17,945,22.3,246
2020/10/14,6118,4444,1374,300,84,87,66,1,1,16,48,2,45,7,347.4,567.8,832.8,515.6,588.2,506.5,410.4,417,1109.1,2882,529.9,628.3,26,8,18,0,14,921,23.1,247
2020/10/15,6204,4504,1400,300,107,90.1,86,4,5,25,52,5,49,8,351.9,583.7,840.3,521.9,596.4,519.4,414.6,420.9,1121,2882,537.8,636.7,30,6,34,4,12,891,23.5,248
2020/10/16,6279,4558,1420,301,78,87.6,75,2,4,10,59,4,47,8,354.6,594.3,848.3,527.6,605.3,527.2,418.8,427.5,1130,2904.6,544.9,643.8,30,9,16,1,19,873,23.7,249
2020/10/17,6326,4622,1402,302,63,87,47,1,0,10,36,6,49,8,354.6,597.8,854.5,530.8,608.2,531.5,426.4,430.2,1150.9,2904.6,548.4,649.2,20,11,11,0,5,843,23.5,250
2020/10/18,6381,4711,1365,305,74,77.6,55,1,5,9,40,2,48,6,355.5,605.8,861.9,534.6,611.2,538,430.6,434.1,1159.8,2938.5,553.3,654.8,16,14,15,0,10,839,23.5,251
2020/10/19,6445,4794,1344,307,69,78.4,64,1,0,6,57,3,47,6,363.7,616.4,866.3,539.6,617.1,544.4,435.6,438.1,1165.8,2938.5,558.9,661.3,37,9,7,0,11,832,22.8,252
2020/10/20,6524,4867,1348,309,46,74.4,79,4,4,12,59,4,45,5,370.1,628.7,876.2,549.1,624.6,549.4,439.8,442.1,1168.8,2949.8,565.2,669.8,26,12,20,4,17,837,22.8,253
2020/10/21,6612,4929,1371,312,69,72.3,88,1,1,46,40,4,44,4,373.7,633.2,880.5,556.1,627.5,555.1,444,455.3,1231.4,3096.7,573.1,678.6,20,4,48,0,16,799,23.8,254
2020/10/22,6678,5010,1356,312,88,69.6,66,2,4,24,36,1,43,3,375.5,640.2,884.2,560.5,640.9,563,449.1,457.9,1237.3,3142,579.1,685.1,15,9,30,1,11,774,24.2,255
2020/10/23,6759,5085,1361,313,93,71.7,81,1,1,13,66,2,37,3,382.8,649.9,891,568.1,649.8,570.9,455,461.9,1246.3,3175.9,586.5,693.1,36,10,15,1,19,776,24.9,256
2020/10/24,6824,5155,1352,317,63,71.7,65,2,5,17,41,2,37,3,389.2,657.9,894.7,572.5,656.5,576.6,462.5,463.2,1258.2,3232.4,590.7,701.1,27,2,24,1,11,764,24.2,257
2020/10/25,6894,5242,1333,319,69,71,70,1,3,24,42,3,39,3,391,667.6,901.6,576.9,658.7,582.3,469.3,467.1,1291,3300.2,596.3,708.8,31,6,28,0,5,752,24.1,258
2020/10/26,6967,5354,1293,320,77,72.1,73,1,5,16,51,4,40,3,401.9,677.3,905.9,585.1,662.4,590.2,470.9,472.4,1308.9,3322.8,601.9,717,29,11,22,1,10,762,23.2,259
2020/10/27,7045,5462,1261,322,61,74.3,78,0,3,15,60,1,33,3,409.2,693.2,915.2,593.3,663.1,595.2,472.6,481.7,1314.8,3379.3,609.7,724,36,11,18,0,13,750,23.1,260
2020/10/28,7157,5563,1269,325,94,77.9,112,2,3,69,38,2,31,2,411,699.4,923.9,595.9,671.3,600.2,480.2,501.4,1377.5,3627.9,618.7,736.1,23,4,73,0,12,744,23,261
2020/10/29,7221,5641,1254,326,65,74.6,64,0,4,18,42,9,39,2,411.9,707.3,931.9,601.5,678,608.1,484.4,505.4,1383.4,3650.5,624.7,742.3,28,3,22,0,11,729,23.3,262
2020/10/30,7271,5720,1223,328,122,78.7,50,1,4,9,36,4,42,2,417.4,709.1,939.9,606,684.6,610.9,486.9,505.4,1398.3,3661.8,628.4,748.1,22,6,14,0,8,705,22.6,263
2020/10/31,7310,5828,1153,329,83,81.6,39,0,2,5,32,2,41,2,417.4,716.2,945.5,608.5,688.4,615.2,490.3,506.7,1401.3,3673.1,632.5,751.4,21,1,7,0,10,702,23.4,264
2020/11/01,7360,5917,1111,332,50,78.9,50,1,3,6,40,1,40,2,418.3,727.6,948.6,612.9,695.8,617.4,494.5,506.7,1407.3,3718.4,637.1,756.3,22,3,10,0,15,700,24.1,265
2020/11/02,7424,6030,1062,332,56,75.9,64,3,6,8,47,6,45,2,423.7,739.1,956,618,703.9,623.1,496.2,508,1413.2,3729.7,642.9,762.6,33,2,17,2,10,698,24.1,266
2020/11/03,7496,6173,990,333,36,72.3,72,1,1,37,33,1,46,2,429.2,745.3,959.1,624.9,709.9,628.8,502,514.6,1443.1,3786.2,647.5,771.5,25,2,39,2,4,666,23.3,267
2020/11/04,7561,6311,913,337,52,66.3,65,5,8,1,51,1,43,1,438.3,755.9,963.5,628.7,717.3,636,505.4,518.6,1452,3786.2,652.5,778.8,34,3,14,1,13,688,22.1,268
2020/11/05,7607,6401,869,337,45,63.4,46,0,7,5,34,5,46,2,440.1,769.1,969.7,634.4,721,638.1,505.4,518.6,1455,3797.5,657.4,782.7,22,0,12,3,9,687,21.8,269
2020/11/06,7681,6477,863,341,79,57.3,74,1,3,12,58,3,48,3,446.5,777.1,977.7,640.7,727.7,645.3,508.8,521.2,1478.8,3820.1,665.5,788.7,46,0,15,2,11,682,20.8,270
2020/11/07,7717,6540,831,346,75,56.1,36,3,3,4,26,3,48,4,446.5,780.6,983.9,642.6,729.9,649.6,513.8,525.2,1481.8,3820.1,668,792.9,15,3,10,0,8,666,20.9,271
2020/11/08,7754,6639,769,346,47,55.7,37,1,2,5,29,1,49,4,450.1,783.3,990.1,647.7,733.6,651.7,515.5,525.2,1484.8,3831.4,671.3,796.7,17,0,8,3,9,652,21.9,272
2020/11/09,7824,6737,737,350,31,52.1,70,3,2,23,42,7,48,4,454.7,791.2,996.9,651.5,738.8,655.3,518,529.2,1523.6,3921.8,677.1,804.1,28,0,28,2,12,642,22.6,273
2020/11/10,7891,6795,746,350,51,54.3,67,0,2,11,54,3,48,5,459.2,800.9,1008.7,656.5,744,659.6,520.5,537.1,1523.6,3944.4,683.1,810.8,31,1,13,3,19,635,23.8,274
2020/11/11,7948,6850,745,353,78,58,57,0,2,6,49,2,47,5,464.7,808.9,1017.4,661.6,749.9,664.6,523.1,538.4,1523.6,3955.7,689.2,815.5,32,2,8,2,13,642,23.7,275
2020/11/12,7990,6902,733,355,59,60,42,1,2,8,31,3,44,3,471.9,811.5,1023.5,666,750.7,667.4,524.8,539.7,1529.5,4000.9,692.9,819.8,23,3,11,0,5,630,23.2,276
2020/11/13,8029,6962,710,357,80,60.1,39,1,4,8,26,0,37,3,475.6,816.8,1028.5,669.2,755.1,670.3,526.4,541,1538.5,4000.9,697.4,822.7,24,1,13,0,1,620,22.4,277
2020/11/14,8049,7006,686,357,51,56.7,20,3,2,1,14,3,38,3,478.3,816.8,1032.2,671.7,755.1,671,529,545,1538.5,4000.9,699.7,824.2,9,1,6,1,3,605,21.8,278
2020/11/15,8080,7077,643,360,29,54.1,31,1,3,1,26,0,36,2,481,820.4,1034.1,672.9,759.6,675.3,533.2,547.6,1538.5,4000.9,702.6,827.2,16,0,5,1,9,591,21.3,279
2020/11/16,8125,7157,605,363,11,51.3,45,0,2,3,40,3,34,2,487.4,824.8,1037.8,678,763.3,681,534.8,550.3,1538.5,4023.5,705.9,832.4,28,1,5,0,11,577,22,280
2020/11/17,8166,7222,581,363,40,49.7,41,1,1,10,29,1,33,2,492.8,828.3,1040.3,681.2,766.2,686,537.4,552.9,1544.4,4068.7,709.5,836.5,20,0,12,1,8,573,22.9,281
2020/11/18,8206,7271,572,363,66,48,40,3,2,6,29,1,33,2,497.4,832.7,1044,685.6,769.9,689.6,540.7,555.5,1547.4,4068.7,713,840.6,17,4,11,2,6,543,22.8,282
2020/11/19,8226,7308,554,364,53,47.1,20,1,0,1,18,0,31,2,498.3,834.5,1048.3,687.5,773.7,691.1,540.7,555.5,1547.4,4068.7,715.1,842.3,7,1,2,4,6,521,23.2,283
2020/11/20,8251,7376,511,364,29,39.9,25,1,2,2,20,1,31,2,501.9,837.1,1050.8,690,775.1,694.6,542.4,556.9,1547.4,4068.7,717.6,844.5,11,1,5,2,6,481,24.1,284
