Date,Cumulative_Cases_by_Episode_Date,Cumulative_Resolved_Cases_by_Episode_Date,Cumulative_Active_Cases_by_Episode_Date,Cumulative_Deaths_by_Date_of_Death,Daily_Cases_by_Reported_Date,7-day_Average_of_Newly_Reported_cases_by_Reported_Date,Daily_Cases_by_Episode_Date,Daily_Cases_Linked_to_a_Community_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_a_School_or_Childcare_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_an_Institutional_Outbreak_by_Episode_Date,Daily_Cases_Not_Linked_to_an_Outbreak_ie_Sporadic_Cases_by_Episode_Date,Cases_Newly_Admitted_to_Hospital,Cases_Currently_in_Hospital,Cases_Currently_in_ICU,"Cumulative_Rate_for_0-9_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_10-19_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_20-29_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_30-39_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_40-49_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_50-59_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_60-69_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_70-79_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_80-89_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_90_Years_and_Over_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Males_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Females_per_100,000_pop_by_Episode_Date",Source_of_Infection_is_Close_Contact_by_Episode_Date,Source_of_Infection_is_Missing_by_Episode_Date,Source_of_Infection_is_an_Outbreak_by_Episode_Date,Source_of_Infection_is_Travel_by_Episode_Date,Source_of_Infection_is_Unknown_by_Episode_Date,Sum_of_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,%_No_Known_Source_for_Cases_with_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,OBJECTID
2020/02/28,6,1,5,,,0,0,0,0,0,0,0,1,0,0.9,,,0.6,,1.4,1.7,,,,0.6,0.6,0,0,0,0,0,4,25,18
2020/02/29,6,1,5,,,0,0,0,0,0,0,0,1,0,0.9,,,0.6,,1.4,1.7,,,,0.6,0.6,0,0,0,0,0,4,25,19
2020/03/01,8,1,7,,,0,2,0,0,0,2,0,1,0,0.9,,,1.3,,1.4,2.5,,,,0.6,0.9,0,0,0,1,1,6,33.3,20
2020/03/02,11,1,10,,,0,3,2,0,0,1,0,1,0,0.9,,,1.9,1.5,1.4,2.5,,,,1,1.1,0,0,0,2,1,9,33.3,21
2020/03/03,12,1,11,,,0,1,0,0,0,1,0,1,0,0.9,,0.6,1.9,1.5,1.4,2.5,,,,1.2,1.1,0,0,0,1,0,10,30,22
2020/03/04,13,1,12,,,0,1,0,0,0,1,0,1,0,0.9,,0.6,1.9,2.2,1.4,2.5,,,,1.2,1.3,1,0,0,0,0,11,27.3,23
2020/03/05,19,2,17,,,0,6,2,0,0,4,0,1,0,0.9,,0.6,3.2,3.7,2.1,3.4,,,,1.7,1.9,2,0,2,1,1,16,25,24
2020/03/06,24,2,22,,,0,5,0,0,1,4,0,1,0,0.9,,1.2,3.8,3.7,2.9,4.2,1.3,,,2.1,2.4,1,0,0,2,2,21,28.6,25
2020/03/07,28,2,26,,,0,4,0,0,0,4,0,1,0,0.9,,1.2,3.8,5.2,3.6,5,1.3,,,2.5,2.8,0,0,0,4,0,24,20.8,26
2020/03/08,37,2,35,,,0,9,1,0,0,8,0,1,0,0.9,,1.2,3.8,8.2,5,7.6,1.3,,,3.5,3.5,2,0,1,5,1,32,18.8,27
2020/03/09,46,2,44,,1,0.1,9,0,0,0,9,0,1,0,0.9,0.9,2.5,4.4,8.9,5.7,9.3,2.6,,,3.7,5,3,0,0,5,1,40,17.5,28
2020/03/10,53,2,51,,,0.1,7,1,0,0,6,0,1,0,0.9,0.9,2.5,4.4,9.6,7.9,10.9,2.6,3,,4.8,5.2,3,0,1,3,0,47,14.9,29
2020/03/11,62,2,60,,,0.1,9,0,0,0,9,0,1,0,0.9,0.9,3.7,6.3,10.4,7.9,11.8,4,6,,5.8,6,1,0,0,7,1,56,14.3,30
2020/03/12,76,2,74,,3,0.6,14,1,0,0,13,0,1,0,0.9,0.9,3.7,8.2,14.8,9.3,11.8,6.6,8.9,,7.1,7.3,1,0,1,9,3,70,15.7,31
2020/03/13,98,2,96,,1,0.7,22,2,0,2,18,0,1,0,0.9,0.9,5.6,9.5,22.3,10.7,14.3,7.9,11.9,,10.4,8.2,3,1,2,11,5,92,17.4,32
2020/03/14,116,2,114,,4,1.3,18,1,0,1,16,1,2,0,0.9,0.9,8,11.4,26,12.2,16,9.2,14.9,,12.4,9.7,3,0,2,6,7,110,20.9,33
2020/03/15,143,3,140,,4,1.9,27,1,0,0,26,0,2,0,0.9,0.9,9.9,15.8,31.2,15,19.3,10.6,14.9,11.3,14.9,12.3,6,0,1,10,10,135,23.7,34
2020/03/16,158,3,155,,,1.7,15,0,0,0,15,0,2,0,0.9,1.8,9.9,19,33.4,18.6,20.2,10.6,14.9,11.3,15.8,14.2,5,0,0,10,0,147,21.1,35
2020/03/17,181,4,177,,5,2.4,23,1,0,0,22,2,4,0,0.9,2.6,12.4,20.2,37.8,22.9,22.7,11.9,14.9,11.3,18,16.4,5,0,1,8,9,169,23.7,36
2020/03/18,197,5,192,,4,3,16,0,0,0,16,0,3,0,0.9,2.6,14.2,22.7,39.3,25.8,24.4,13.2,14.9,11.3,19.1,18.2,3,0,0,8,5,184,24.5,37
2020/03/19,222,5,217,,1,2.7,25,0,0,0,25,4,7,0,0.9,2.6,17.3,24,40.8,31.5,27.8,17.2,17.9,11.3,22.2,19.9,5,0,0,10,10,203,26.6,38
2020/03/20,244,5,239,,2,2.9,22,1,0,1,20,3,10,1,0.9,2.6,19.2,27.2,43.8,32.9,30.3,21.1,23.9,11.3,24.5,21.8,7,0,2,6,7,220,26.8,39
2020/03/21,264,5,259,,4,2.9,20,0,0,2,18,3,10,1,0.9,2.6,19.2,30.3,44.5,35.8,31.1,27.7,35.8,11.3,25.9,24.2,5,0,2,10,3,236,26.3,40
2020/03/22,290,5,285,,7,3.3,26,0,0,1,25,3,13,5,1.8,2.6,19.2,32.9,46.7,40.1,34.5,35.6,41.7,11.3,28.6,26.4,11,0,1,7,7,253,26.9,41
2020/03/23,311,5,306,,9,4.6,21,2,0,0,19,4,17,5,1.8,2.6,19.2,34.1,50.4,43.6,41.2,35.6,41.7,22.6,30.5,28.5,4,1,2,11,3,265,26.4,42
2020/03/24,328,6,321,1,8,5,17,1,0,3,13,2,19,7,1.8,2.6,22.9,36,51.9,44.4,42,39.6,44.7,22.6,31.7,30.5,6,0,4,2,5,275,27.3,43
2020/03/25,352,6,345,1,8,5.6,24,0,0,1,23,4,22,8,1.8,3.5,26,38.5,53.4,47.2,44.6,42.2,50.7,33.9,34,32.8,10,2,1,3,8,290,28.3,44
2020/03/26,366,10,355,1,19,8.1,14,1,0,3,10,2,24,7,1.8,3.5,26,40.4,54.9,51.5,44.6,43.5,53.7,45.2,35.4,34.1,6,0,4,1,3,290,28.3,45
2020/03/27,383,19,363,1,27,11.7,17,3,0,2,12,5,26,9,1.8,4.4,29.1,41.1,57.9,54.4,45.4,44.9,53.7,45.2,36.9,35.8,4,0,4,1,8,285,29.8,46
2020/03/28,408,21,385,2,26,14.9,25,1,0,1,23,3,25,8,1.8,6.2,32.2,43.6,60.8,56.5,48.8,47.5,56.6,45.2,39.6,37.8,8,2,2,9,4,292,28.1,47
2020/03/29,426,28,396,2,11,15.4,18,5,0,3,10,7,31,8,1.8,6.2,34.7,46.8,61.6,57.2,51.3,50.1,62.6,45.2,40.4,40.4,2,0,8,1,7,283,27.9,48
2020/03/30,451,42,406,3,48,21,25,8,0,2,15,4,32,12,2.7,7.1,36.5,49.9,63,60.1,55.5,52.8,65.6,56.5,43.7,41.9,9,0,10,3,3,293,28,49
2020/03/31,468,63,402,3,51,27.1,17,2,0,3,12,6,34,13,3.6,7.1,39,50.6,63.8,63,57.2,54.1,71.6,67.8,45.6,43.2,7,0,5,1,4,287,26.8,50
2020/04/01,495,88,404,3,37,31.3,27,7,0,4,16,3,33,15,3.6,7.9,42.1,54.3,65.3,68,58.9,59.4,71.6,67.8,47.9,46,7,0,11,2,7,298,26.5,51
2020/04/02,512,106,400,6,32,33.1,17,6,0,4,7,6,34,14,4.5,7.9,44,55,67.5,70.1,59.7,62,80.5,67.8,49.6,47.5,7,0,10,0,0,290,23.8,52
2020/04/03,539,128,405,6,26,33,27,4,0,4,19,5,37,14,4.5,7.9,47.1,57.5,72,73,63.1,64.7,83.5,79.1,51.2,51,9,0,8,3,7,295,23.4,53
2020/04/04,556,136,413,7,18,31.9,17,4,0,7,6,7,43,14,4.5,8.8,50.2,57.5,74.2,74.4,63.9,68.6,86.5,90.4,52.2,53.3,5,0,9,1,2,292,23.3,54
2020/04/05,583,151,424,8,40,36,27,6,0,8,13,4,43,13,5.5,10.6,52,59.4,80.1,75.8,64.8,72.6,95.4,101.7,54.5,56.1,11,0,13,0,3,293,21.8,55
2020/04/06,602,169,424,9,40,34.9,19,3,0,7,9,4,44,12,5.5,12.4,53.3,61.3,82.3,78,65.6,72.6,104.4,124.3,56.4,57.7,5,0,10,0,4,291,22.3,56
2020/04/07,625,194,422,9,25,31.1,23,2,0,11,10,4,45,14,6.4,13.2,54.5,61.3,85.3,80.8,67.3,73.9,122.2,146.9,58.3,60.2,7,0,13,0,3,297,21.2,57
2020/04/08,645,210,424,11,26,29.6,20,2,0,10,8,5,44,16,6.4,13.2,55.1,65.1,86.8,84.4,69.8,76.5,125.2,146.9,59.5,62.8,7,0,9,0,4,293,20.1,58
2020/04/09,681,238,432,11,25,28.6,36,3,0,20,13,6,47,16,7.3,15,57,65.7,92,88,74,79.2,140.1,203.4,62,67,9,0,22,1,4,315,19,59
2020/04/10,715,256,448,11,37,30.1,34,1,0,20,13,4,49,16,9.1,17.7,57,70.1,94.2,90.9,76.5,85.8,155,226,64.3,71.1,6,0,21,0,7,332,17.8,60
2020/04/11,759,271,477,11,31,32,44,2,0,34,8,5,53,19,9.1,17.7,60.1,72,96.4,95.1,82.4,87.1,193.8,293.9,67,76.7,6,0,36,0,2,351,16.2,61
2020/04/12,792,287,492,13,35,31.3,33,1,0,18,14,1,49,18,10,18.5,65.6,73.9,99.4,97.3,84.9,93.7,202.7,305.2,68.8,81.2,9,0,19,0,5,366,15,62
2020/04/13,816,301,499,16,16,27.9,24,0,0,19,5,3,51,20,10,18.5,68.1,74.6,101.6,100.2,89.1,95,220.6,305.2,70.7,83.8,4,1,19,0,0,365,14.2,63
2020/04/14,849,331,500,18,32,28.9,33,0,0,26,7,5,50,20,10,18.5,69.4,77.7,105.3,100.9,90.8,99,244.5,384.3,73.4,87.3,5,0,26,1,1,381,12.9,64
2020/04/15,878,356,498,24,60,33.7,29,2,0,18,9,4,50,16,11.8,19.4,71.8,80.2,107.6,103,94.2,101.6,253.4,418.2,76.3,89.9,6,1,20,0,2,383,11.5,65
2020/04/16,948,377,547,24,21,33.1,70,2,0,55,13,7,52,13,12.7,22.1,74.9,82.1,110.5,107.3,103.4,109.5,304.1,576.4,83.5,96.1,10,0,57,0,3,436,10.8,66
2020/04/17,980,403,551,26,73,38.3,32,0,0,26,6,0,49,13,12.7,23,78.6,82.8,112.7,110.2,107.6,110.8,319,644.2,85.6,100,5,0,26,0,1,441,9.3,67
2020/04/18,1020,416,573,31,31,38.3,40,0,0,31,9,1,46,11,12.7,23,79.9,86.6,115,117.3,112.7,116.1,339.9,666.8,87.7,105.4,8,0,31,0,1,464,8.6,68
2020/04/19,1037,426,576,35,38,38.7,17,0,0,13,4,5,47,15,12.7,23.8,81.7,87.8,117.2,119.5,113.5,116.1,345.9,689.4,88.3,108,3,1,13,0,0,454,8.1,69
2020/04/20,1098,447,612,39,16,38.7,61,1,0,47,13,3,45,13,12.7,23.8,83.6,91,126.1,124.5,117.7,126.7,378.7,802.4,94.1,113.8,8,1,47,1,4,496,7.5,70
2020/04/21,1134,462,625,47,51,41.4,36,0,0,26,10,2,43,11,12.7,24.7,84.8,92.9,128.3,130.2,121.9,132,390.6,870.3,96.2,118.4,7,0,26,1,2,509,7.1,71
2020/04/22,1175,480,641,54,35,37.9,41,1,0,31,9,4,45,9,13.6,24.7,84.8,98.6,131.3,136.6,124.5,134.6,405.5,960.7,99.1,123.3,6,1,32,0,2,530,6.4,72
2020/04/23,1220,507,656,57,50,42,45,0,0,35,10,5,48,11,13.6,25.6,86.7,104.3,135,139.5,131.2,135.9,420.4,1062.4,101,129.8,7,1,34,0,3,539,6.1,73
2020/04/24,1261,533,663,65,38,37,41,0,0,36,5,7,48,10,13.6,25.6,87.3,104.3,137.2,143.8,136.2,146.5,444.2,1164.1,103.7,134.8,3,1,36,0,1,546,4.9,74
2020/04/25,1362,549,735,78,53,40.1,101,0,0,95,6,4,48,9,13.6,26.5,89.8,111.2,143.2,145.9,151.4,166.3,503.9,1401.4,111.3,146.4,3,1,95,0,2,603,4.5,75
2020/04/26,1416,574,755,87,88,47.3,54,0,0,41,13,5,50,9,14.5,28.3,91.6,117.5,145.4,150.2,156.4,170.2,539.7,1491.9,114.7,153.1,10,1,41,0,2,624,3.8,76
2020/04/27,1477,604,778,95,87,57.4,61,0,0,54,7,8,56,11,15.5,30.9,94.1,122,147.6,156,162.3,178.1,581.4,1582.3,118.8,160.5,3,0,54,0,4,661,4.2,77
2020/04/28,1498,621,774,103,65,59.4,21,0,0,14,7,7,61,13,16.4,32.7,94.7,124.5,150.6,157.4,162.3,180.8,587.4,1616.2,119.6,163.7,4,1,14,1,1,649,4.3,78
2020/04/29,1524,649,764,111,29,58.6,26,0,0,18,8,7,62,13,16.4,32.7,95.4,128.3,152.8,161,168.2,180.8,587.4,1661.4,120.9,167.2,4,0,18,0,4,646,4.6,79
2020/04/30,1544,668,754,122,30,55.7,20,0,0,10,10,2,56,11,17.3,32.7,98.5,128.3,155.8,163.1,169.9,182.1,593.3,1684,122.7,169.3,6,2,10,0,2,596,4.9,80
2020/05/01,1567,694,738,135,42,56.3,23,0,0,16,7,6,57,11,18.2,33.6,101.5,129.5,158.7,164.5,170.7,183.4,605.2,1706.6,124.4,171.9,7,0,16,0,0,587,4.8,81
2020/05/02,1588,710,739,139,22,51.9,21,0,0,15,6,4,57,12,19.1,33.6,103.4,129.5,161.7,168.1,170.7,187.4,608.2,1751.8,126.1,174.1,5,0,15,0,1,568,4.9,82
2020/05/03,1607,739,720,148,23,42.6,19,0,0,13,6,3,52,12,20,34.4,104,130.8,163.9,168.8,172.4,188.7,623.1,1774.4,127.7,176.2,5,0,13,0,1,570,5.1,83
2020/05/04,1625,756,717,152,14,32.1,18,0,0,11,7,6,52,10,20.9,35.3,105.9,130.8,165.4,170.3,172.4,194,632.1,1797,128.8,178.4,5,0,11,0,2,527,5.1,84
2020/05/05,1650,777,717,156,29,27,25,0,0,24,1,3,50,9,20.9,36.2,105.9,131.4,166.9,171,172.4,201.9,655.9,1864.8,130.6,181.4,1,0,24,0,0,516,4.8,85
2020/05/06,1666,814,691,161,23,26.1,16,0,0,11,5,4,52,10,20.9,36.2,107.1,132.1,166.9,175.3,174.1,201.9,661.9,1898.7,131.9,183.1,2,0,11,0,3,491,5.3,86
2020/05/07,1689,854,668,167,32,26.4,23,0,0,16,7,6,54,10,20.9,36.2,107.7,134,170.6,177.4,176.6,204.5,673.8,1921.3,132.9,186.4,4,0,16,0,3,469,5.5,87
2020/05/08,1702,894,635,173,17,22.9,13,0,0,8,5,4,54,8,21.8,37.1,108.4,134.6,172.1,178.8,176.6,204.5,685.7,1932.6,133.9,187.9,2,2,8,0,1,441,5.9,88
2020/05/09,1719,921,619,179,12,21.4,17,0,0,12,5,5,52,7,21.8,37.1,110.2,135.2,172.8,180.3,177.4,209.8,691.7,1966.5,134.8,190.1,4,0,12,0,1,357,7,89
2020/05/10,1730,996,549,185,25,21.7,11,0,0,7,4,3,53,6,21.8,38,112.7,135.9,173.6,181,178.3,209.8,697.7,1966.5,135.6,191.4,1,1,7,1,1,314,7.6,90
2020/05/11,1750,1032,530,188,14,21.7,20,0,0,14,6,1,52,6,21.8,38,115.2,135.9,175.1,183.9,178.3,212.5,712.6,2000.5,137,193.9,2,1,14,0,3,273,8.4,91
2020/05/12,1773,1067,513,193,13,19.4,23,0,0,17,6,4,52,7,21.8,40.6,117,137.1,176.5,186,180,215.1,727.5,2011.8,138.5,196.7,5,0,17,0,1,275,8.4,92
2020/05/13,1794,1104,495,195,21,19.1,21,0,0,15,6,2,48,8,21.8,42.4,118.3,138.4,178,188.1,183.3,216.4,733.5,2045.7,140.1,199.1,4,0,15,0,2,270,7.8,93
2020/05/14,1808,1143,467,198,25,18.1,14,0,0,10,4,1,45,7,21.8,42.4,118.9,139.6,178.8,189.6,185.9,221.7,733.5,2057,141.2,200.6,1,1,10,0,2,264,8,94
2020/05/15,1828,1173,454,201,17,18.1,20,0,0,12,8,1,44,6,21.8,43.3,123.2,142.2,181,191.7,185.9,221.7,733.5,2079.6,142.4,203.2,8,0,12,0,0,261,8,95
2020/05/16,1844,1203,434,207,19,19.1,16,0,0,6,10,1,42,5,23.6,43.3,126.3,143.4,181.7,192.4,185.9,224.3,739.4,2090.9,143.3,205.2,6,0,6,1,3,256,9,96
2020/05/17,1856,1250,394,212,15,17.7,12,0,0,9,3,1,42,3,23.6,43.3,127.6,144.7,181.7,193.2,188.4,227,742.4,2102.2,144.5,206.3,2,0,9,0,1,249,9.2,97
2020/05/18,1871,1271,387,213,26,19.4,15,0,0,8,7,2,43,2,23.6,43.3,131.9,146,182.5,193.2,190.1,229.6,745.4,2102.2,145.1,208.6,5,0,8,0,2,246,9.3,98
2020/05/19,1883,1315,349,219,23,20.9,12,0,0,8,4,0,40,2,23.6,43.3,135,147.2,183.2,193.2,190.1,230.9,748.4,2124.8,146.4,209.5,4,0,8,0,0,233,9.9,99
2020/05/20,1898,1340,335,223,17,20.3,15,0,0,9,6,3,41,2,23.6,45,136.2,148.5,186.9,193.9,190.1,230.9,754.3,2136.1,147.4,211.4,4,0,9,0,2,232,9.5,100
2020/05/21,1906,1356,321,229,11,18.3,8,0,0,1,7,0,38,2,24.6,45.9,137.5,149.8,187.7,193.9,190.1,230.9,757.3,2136.1,147.8,212.5,5,0,1,0,2,217,9.7,101
2020/05/22,1913,1375,305,233,7,16.9,7,0,0,3,4,1,35,1,24.6,45.9,139.3,151,187.7,193.9,190.9,230.9,760.3,2136.1,148.6,213,2,0,3,0,2,211,10.4,102
2020/05/23,1922,1385,301,236,6,15,9,1,0,3,5,1,35,1,24.6,45.9,140.6,151.7,189.1,195.3,191.7,230.9,763.3,2136.1,148.9,214.3,3,0,4,0,2,203,11.3,103
2020/05/24,1931,1397,297,237,8,14,9,0,0,3,6,1,36,2,24.6,46.8,141.2,151.7,189.9,196,191.7,234.9,769.2,2136.1,149.9,215.1,5,0,3,0,1,201,11.4,104
2020/05/25,1946,1413,293,240,6,11.1,15,1,0,7,7,0,35,2,25.5,48.6,144.3,154.2,189.9,196,191.7,236.2,772.2,2147.4,150.3,217.5,6,0,8,0,1,196,10.7,105
2020/05/26,1952,1426,283,243,16,10.1,6,0,0,2,4,1,35,2,25.5,48.6,144.3,154.8,190.6,196.7,194.3,236.2,772.2,2147.4,150.9,218.1,2,0,2,1,1,179,11.7,106
2020/05/27,1957,1459,255,243,8,8.9,5,0,0,1,4,1,33,2,26.4,48.6,144.3,154.8,191.4,197.4,195.1,236.2,775.2,2147.4,151.1,218.8,2,0,1,0,2,163,12.9,107
2020/05/28,1961,1486,231,244,4,7.9,4,0,0,2,2,1,31,1,26.4,48.6,145.5,154.8,192.9,197.4,195.1,236.2,775.2,2147.4,151.4,219.2,2,0,2,0,0,153,12.4,108
2020/05/29,1968,1500,221,247,7,7.9,7,0,0,3,4,2,32,1,26.4,48.6,146.1,156.1,193.6,198.2,195.1,237.5,778.2,2147.4,152.2,219.7,3,0,3,0,1,140,14.3,109
2020/05/30,1971,1520,203,248,15,9.1,3,1,0,1,1,0,31,1,26.4,48.6,147.4,156.1,193.6,198.9,195.1,237.5,778.2,2147.4,152.2,220.3,0,0,2,0,1,127,14.2,110
2020/05/31,1975,1538,188,249,10,9.4,4,0,0,1,3,3,34,1,27.3,48.6,147.4,156.7,194.3,198.9,195.1,237.5,778.2,2158.7,152.4,220.9,2,0,1,0,1,119,15.1,111
2020/06/01,1986,1558,178,250,5,9.3,11,0,0,5,6,0,31,1,27.3,49.5,148.6,158,194.3,198.9,195.1,237.5,793.1,2170,153.6,221.8,5,0,5,0,1,115,14.8,112
2020/06/02,1989,1579,159,251,8,8.1,3,0,0,1,2,0,26,1,27.3,49.5,148.6,159.2,195.1,198.9,195.1,237.5,793.1,2170,153.8,222.2,1,0,1,0,1,106,17,113
2020/06/03,1999,1598,150,251,8,8.1,10,0,0,7,3,0,22,0,27.3,49.5,149.2,159.9,195.1,199.6,196.8,237.5,802,2192.6,154.7,223.1,1,0,7,0,2,101,17.8,114
2020/06/04,2006,1612,140,254,8,8.7,7,0,0,2,5,0,20,0,27.3,52.1,149.8,160.5,195.8,199.6,196.8,237.5,802,2203.9,155.7,223.5,2,0,2,0,3,100,19,115
2020/06/05,2010,1623,131,256,15,9.9,4,0,0,1,3,1,21,0,27.3,52.1,150.5,160.5,195.8,201,196.8,237.5,805,2203.9,156.3,223.7,2,0,1,0,1,97,18.6,116
2020/06/06,2013,1634,122,257,2,8,3,0,0,0,3,0,21,0,27.3,52.1,150.5,161.1,195.8,202.5,196.8,237.5,805,2203.9,156.5,224,3,0,0,0,0,91,17.6,117
2020/06/07,2014,1642,114,258,4,7.1,1,0,0,0,1,0,20,0,27.3,52.1,150.5,161.8,195.8,202.5,196.8,237.5,805,2203.9,156.7,224,0,0,0,0,1,83,19.3,118
2020/06/08,2017,1653,106,258,,6.4,3,0,0,0,3,0,19,0,27.3,52.1,150.5,161.8,197.3,202.5,197.6,237.5,805,2203.9,157.1,224.2,2,0,0,1,0,71,21.1,119
2020/06/09,2027,1665,103,259,3,5.7,10,0,0,3,7,0,18,0,28.2,52.1,153.6,163,197.3,203.2,198.5,237.5,805,2203.9,158.6,224.6,3,0,3,0,4,75,24,120
2020/06/10,2037,1677,101,259,7,5.6,10,0,0,4,6,0,17,0,28.2,52.1,155.4,164.3,198,205.3,199.3,237.5,805,2203.9,159.8,225.3,5,0,4,0,1,80,21.2,121
2020/06/11,2044,1684,100,260,5,5.1,7,0,0,2,5,0,16,0,29.1,52.1,156,164.9,198,206.7,199.3,238.8,805,2215.2,160.5,225.9,3,0,2,0,2,83,22.9,122
2020/06/12,2048,1685,103,260,10,4.4,4,0,0,2,2,0,16,0,29.1,52.1,156.7,164.9,198.8,208.2,199.3,238.8,805,2215.2,160.5,226.6,1,0,2,0,1,80,23.8,123
