"census.year","jurisdiction","age.group","total","male","female"
2016,"Northwest Territories","89",25,10,20
2016,"Northwest Territories","90",10,5,5
2016,"Northwest Territories","91",20,5,15
2016,"Northwest Territories","92",10,5,5
2016,"Northwest Territories","93",10,0,5
2016,"Northwest Territories","94",5,5,5
2016,"Northwest Territories","95",5,0,0
2016,"Northwest Territories","96",10,0,5
2016,"Northwest Territories","97",5,0,0
2016,"Northwest Territories","98",0,0,0
2016,"Northwest Territories","99",5,0,0
2016,"Northwest Territories","100 years and over",5,5,5
2016,"Nunavut","Under 1 year",705,390,315
2016,"Nunavut","1",885,440,445
2016,"Nunavut","2",905,440,465
2016,"Nunavut","3",865,445,420
2016,"Nunavut","4",805,420,385
2016,"Nunavut","5",840,435,400
2016,"Nunavut","6",905,450,450
2016,"Nunavut","7",810,405,400
2016,"Nunavut","8",810,415,390
2016,"Nunavut","9",760,420,340
2016,"Nunavut","10",730,365,370
2016,"Nunavut","11",690,355,335
2016,"Nunavut","12",705,350,350
2016,"Nunavut","13",640,335,310
2016,"Nunavut","14",650,320,330
2016,"Nunavut","15",620,320,300
2016,"Nunavut","16",680,355,325
2016,"Nunavut","17",575,290,280
2016,"Nunavut","18",640,325,315
2016,"Nunavut","19",620,305,315
2016,"Nunavut","20",620,325,290
2016,"Nunavut","21",610,320,290
2016,"Nunavut","22",610,285,325
2016,"Nunavut","23",595,310,285
2016,"Nunavut","24",615,300,315
2016,"Nunavut","25",700,365,335
2016,"Nunavut","26",625,310,315
2016,"Nunavut","27",675,335,335
2016,"Nunavut","28",635,340,295
2016,"Nunavut","29",555,255,295
2016,"Nunavut","30",610,305,310
2016,"Nunavut","31",625,315,310
2016,"Nunavut","32",545,250,295
2016,"Nunavut","33",520,260,255
2016,"Nunavut","34",515,260,255
2016,"Nunavut","35",525,275,250
2016,"Nunavut","36",510,245,265
2016,"Nunavut","37",475,240,230
2016,"Nunavut","38",475,255,220
2016,"Nunavut","39",405,195,215
2016,"Nunavut","40",430,220,205
2016,"Nunavut","41",390,210,180
2016,"Nunavut","42",420,240,180
2016,"Nunavut","43",370,195,180
2016,"Nunavut","44",425,205,225
2016,"Nunavut","45",445,220,230
2016,"Nunavut","46",400,215,185
2016,"Nunavut","47",425,220,200
2016,"Nunavut","48",420,215,205
2016,"Nunavut","49",380,195,185
2016,"Nunavut","50",390,200,195
2016,"Nunavut","51",400,225,175
2016,"Nunavut","52",410,215,190
2016,"Nunavut","53",330,160,170
2016,"Nunavut","54",315,160,160
2016,"Nunavut","55",305,170,135
2016,"Nunavut","56",325,180,145
2016,"Nunavut","57",260,120,140
2016,"Nunavut","58",275,150,125
2016,"Nunavut","59",245,130,115
2016,"Nunavut","60",215,115,105
2016,"Nunavut","61",205,130,80
2016,"Nunavut","62",200,105,95
2016,"Nunavut","63",160,75,80
2016,"Nunavut","64",185,105,80
2016,"Nunavut","65",155,85,70
2016,"Nunavut","66",125,60,65
2016,"Nunavut","67",125,70,55
2016,"Nunavut","68",125,65,60
2016,"Nunavut","69",120,65,55
2016,"Nunavut","70",80,40,40
2016,"Nunavut","71",70,45,30
2016,"Nunavut","72",75,40,35
2016,"Nunavut","73",60,25,35
2016,"Nunavut","74",60,30,20
2016,"Nunavut","75",55,25,30
2016,"Nunavut","76",35,15,20
2016,"Nunavut","77",50,30,20
2016,"Nunavut","78",40,25,15
2016,"Nunavut","79",25,15,10
2016,"Nunavut","80",35,20,20
2016,"Nunavut","81",25,10,15
2016,"Nunavut","82",10,10,5
2016,"Nunavut","83",15,10,10
2016,"Nunavut","84",15,5,10
2016,"Nunavut","85",10,5,5
2016,"Nunavut","86",5,0,5
2016,"Nunavut","87",15,5,10
2016,"Nunavut","88",5,5,5
2016,"Nunavut","89",0,0,5
2016,"Nunavut","90",5,5,0
2016,"Nunavut","91",0,5,0
2016,"Nunavut","92",5,0,0
2016,"Nunavut","93",5,0,0
2016,"Nunavut","94",0,0,0
2016,"Nunavut","95",0,0,0
2016,"Nunavut","96",0,0,0
2016,"Nunavut","97",0,0,0
2016,"Nunavut","98",5,0,5
2016,"Nunavut","99",0,5,0
2016,"Nunavut","100 years and over",0,0,5
