_Date,Cumulative_Cases_by_Episode_Date,Cumulative_Resolved_Cases_by_Episode_Date,Cumulative_Active_Cases_by_Episode_Date,Cumulative_Deaths_by_Date_of_Death,Daily_Cases_by_Reported_Date,7-day_Average_of_Newly_Reported_cases_by_Reported_Date,Daily_Cases_by_Episode_Date,Daily_Cases_Linked_to_a_Community_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_a_School_or_Childcare_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_an_Institutional_Outbreak_by_Episode_Date,Daily_Cases_Not_Linked_to_an_Outbreak_ie_Sporadic_Cases_by_Episode_Date,Cases_Newly_Admitted_to_Hospital,Cases_Currently_in_Hospital,Cases_Currently_in_ICU,"Cumulative_Rate_for_0-9_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_10-19_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_20-29_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_30-39_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_40-49_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_50-59_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_60-69_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_70-79_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_80-89_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_90_Years_and_Over_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Males_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Females_per_100,000_pop_by_Episode_Date",Source_of_Infection_is_Close_Contact_by_Episode_Date,Source_of_Infection_is_Missing_by_Episode_Date,Source_of_Infection_is_an_Outbreak_by_Episode_Date,Source_of_Infection_is_Travel_by_Episode_Date,Source_of_Infection_is_Unknown_by_Episode_Date,Sum_of_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,%_No_Known_Source_for_Cases_with_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,OBJECTID
2020/04/02 00:00:00,511,105,401,5,32,33,17,6,0,4,7,6,34,14,3.6,7.9,43.3,55,67.5,70.8,59.7,62,80.5,67.8,49.3,47.7,7,0,10,0,0,290,24.1,52
2020/04/03 00:00:00,538,127,406,5,26,32.9,27,4,0,4,19,5,37,14,3.6,7.9,46.4,57.5,72,73.7,63.1,64.7,83.5,79.1,50.8,51.2,9,0,8,3,7,295,23.7,53
2020/04/04 00:00:00,555,135,414,6,18,31.7,17,4,0,7,6,7,43,14,3.6,8.8,49.5,57.5,74.2,75.1,63.9,68.6,86.5,90.4,51.8,53.4,5,0,9,1,2,292,23.6,54
2020/04/05 00:00:00,582,150,424,8,40,35.9,27,6,0,8,13,4,43,13,4.5,10.6,51.4,59.4,80.1,76.5,64.8,72.6,95.4,101.7,54.1,56.2,11,0,13,0,3,293,22.2,55
2020/04/06 00:00:00,601,168,424,9,40,34.7,19,3,0,7,9,4,44,12,4.5,12.4,52.6,61.3,82.3,78.7,65.6,72.6,104.4,124.3,56,57.9,5,0,10,0,4,291,22.7,56
2020/04/07 00:00:00,624,193,422,9,25,31,23,2,0,11,10,4,45,14,5.5,13.2,53.9,61.3,85.3,81.6,67.3,73.9,122.2,146.9,58,60.3,7,0,13,0,3,297,21.5,57
2020/04/08 00:00:00,644,209,424,11,26,29.6,20,2,0,10,8,5,44,16,5.5,13.2,54.5,65.1,86.8,85.1,69.8,76.5,125.2,146.9,59.1,62.9,7,0,9,0,4,293,20.5,58
2020/04/09 00:00:00,680,237,432,11,25,28.6,36,3,0,20,13,6,47,16,6.4,15,56.3,65.7,92,88.7,74,79.2,140.1,203.4,61.6,67.2,9,0,22,1,4,315,19.4,59
2020/04/10 00:00:00,714,255,448,11,37,30.1,34,1,0,20,13,4,49,16,8.2,17.7,56.3,70.1,94.2,91.6,76.5,85.8,155,226,63.9,71.3,6,0,21,0,7,332,18.1,60
2020/04/11 00:00:00,758,269,478,11,31,32,44,2,0,34,8,5,53,19,8.2,17.7,59.4,72,96.4,95.9,82.4,87.1,193.8,293.9,66.6,76.9,6,0,36,0,2,352,16.5,61
2020/04/12 00:00:00,791,285,492,14,35,31.3,33,1,0,18,14,1,49,18,9.1,18.5,65,73.9,99.4,98,84.9,93.7,202.7,305.2,68.4,81.4,9,0,19,0,5,366,15,62
2020/04/13 00:00:00,815,299,499,17,16,27.9,24,0,0,19,5,3,51,20,9.1,18.5,67.5,74.6,101.6,100.9,89.1,95,220.6,305.2,70.3,84,4,1,19,0,0,365,14.2,63
2020/04/14 00:00:00,848,329,500,19,32,28.9,33,0,0,26,7,5,50,20,9.1,18.5,68.7,77.7,105.3,101.6,90.8,99,244.5,384.3,73,87.5,5,0,26,1,1,381,12.9,64
2020/04/15 00:00:00,877,354,499,24,60,33.7,29,2,0,18,9,4,50,16,10.9,19.4,71.2,80.2,107.6,103.7,94.2,101.6,253.4,418.2,75.9,90.1,6,1,20,0,2,383,11.5,65
2020/04/16 00:00:00,947,375,548,24,21,33.1,70,2,0,55,13,7,52,13,11.8,22.1,74.3,82.1,110.5,108,103.4,109.5,304.1,576.4,83.1,96.3,10,0,57,0,3,436,10.8,66
2020/04/17 00:00:00,979,401,552,26,73,38.3,32,0,0,26,6,,49,13,11.8,23,78,82.8,112.7,110.9,107.6,110.8,319,644.2,85.2,100.2,5,0,26,0,1,441,9.3,67
2020/04/18 00:00:00,1019,414,574,31,31,38.3,40,0,0,31,9,1,46,11,11.8,23,79.3,86.6,115,118,112.7,116.1,339.9,666.8,87.3,105.6,8,0,31,0,1,464,8.6,68
2020/04/19 00:00:00,1036,424,577,35,38,38.7,17,0,0,13,4,5,47,15,11.8,23.8,81.1,87.8,117.2,120.2,113.5,116.1,345.9,689.4,87.9,108.2,3,1,13,0,0,454,8.1,69
2020/04/20 00:00:00,1097,445,613,39,16,38.7,61,1,0,47,13,3,45,13,11.8,23.8,83,91,126.1,125.2,117.7,126.7,378.7,802.4,93.7,114,8,1,47,1,4,496,7.5,70
2020/04/21 00:00:00,1133,460,626,47,51,41.4,36,0,0,26,10,2,43,11,11.8,24.7,84.2,92.9,128.3,130.9,121.9,132,390.6,870.3,95.8,118.6,7,0,26,1,2,509,7.1,71
2020/04/22 00:00:00,1174,478,642,54,35,37.9,41,1,0,31,9,4,45,9,12.7,24.7,84.2,98.6,131.3,137.4,124.5,134.6,405.5,960.7,98.7,123.5,6,1,32,0,2,530,6.4,72
2020/04/23 00:00:00,1219,505,657,57,50,42,45,0,0,35,10,5,48,11,12.7,25.6,86.1,104.3,135,140.2,131.2,135.9,420.4,1062.4,100.6,130,7,1,34,0,3,539,6.1,73
2020/04/24 00:00:00,1260,531,664,65,38,37,41,0,0,36,5,7,48,10,12.7,25.6,86.7,104.3,137.2,144.5,136.2,146.5,444.2,1164.1,103.3,135,3,1,36,0,1,546,4.9,74
2020/04/25 00:00:00,1361,547,739,75,53,40.1,101,0,0,95,6,4,48,9,12.7,26.5,89.2,111.2,143.2,146.7,151.4,166.3,503.9,1401.4,110.9,146.6,3,1,95,0,2,603,4.5,75
2020/04/26 00:00:00,1415,572,759,84,88,47.3,54,0,0,41,13,5,50,9,13.6,28.3,91,117.5,145.4,150.9,156.4,170.2,539.7,1491.9,114.4,153.3,10,1,41,0,2,624,3.8,76
2020/04/27 00:00:00,1476,602,783,91,87,57.4,61,0,0,54,7,8,56,11,14.5,30.9,93.5,122,147.6,156.7,162.3,178.1,581.4,1582.3,118.4,160.7,3,0,54,0,4,661,4.2,77
2020/04/28 00:00:00,1497,619,778,100,65,59.4,21,0,0,14,7,7,61,13,15.5,32.7,94.1,124.5,150.6,158.1,162.3,180.8,587.4,1616.2,119.2,163.9,4,1,14,1,1,649,4.3,78
2020/04/29 00:00:00,1522,647,768,107,29,58.6,25,0,0,17,8,7,62,13,15.5,32.7,94.7,128.3,152.8,161,168.2,180.8,587.4,1661.4,120.5,167.2,4,0,17,0,4,645,4.7,79
2020/04/30 00:00:00,1542,666,757,119,30,55.7,20,0,0,10,10,2,56,11,16.4,32.7,97.8,128.3,155.8,163.1,169.9,182.1,593.3,1684,122.3,169.3,6,2,10,0,2,595,4.9,80
2020/05/01 00:00:00,1565,692,742,131,42,56.3,23,0,0,16,7,6,57,11,17.3,33.6,100.9,129.5,158.7,164.5,170.7,183.4,605.2,1706.6,124,171.9,7,0,16,0,0,586,4.8,81
2020/05/02 00:00:00,1586,708,743,135,22,51.9,21,0,0,15,6,4,57,12,18.2,33.6,102.8,129.5,161.7,168.1,170.7,187.4,608.2,1751.8,125.8,174.1,5,0,15,0,1,567,4.9,82
2020/05/03 00:00:00,1605,737,725,143,23,42.6,19,0,0,13,6,3,52,12,19.1,34.4,103.4,130.8,163.9,168.8,172.4,188.7,623.1,1774.4,127.3,176.2,5,0,13,0,1,569,5.1,83
2020/05/04 00:00:00,1623,755,717,151,14,32.1,18,0,0,11,7,6,52,10,20,35.3,105.3,130.8,165.4,170.3,172.4,194,632.1,1797,128.5,178.4,5,0,11,0,2,526,5.1,84
2020/05/05 00:00:00,1648,775,719,154,29,27,25,0,0,24,1,3,50,9,20,36.2,105.3,131.4,166.9,171,172.4,201.9,655.9,1864.8,130.2,181.4,1,0,24,0,0,515,4.9,85
2020/05/06 00:00:00,1664,812,692,160,23,26.1,16,0,0,11,5,4,52,10,20,36.2,106.5,132.1,166.9,175.3,174.1,201.9,661.9,1898.7,131.6,183.1,2,0,11,0,3,490,5.3,86
2020/05/07 00:00:00,1687,852,669,166,32,26.4,23,0,0,16,7,6,54,10,20,36.2,107.1,134,170.6,177.4,176.6,204.5,673.8,1921.3,132.5,186.4,4,0,16,0,3,468,5.6,87
2020/05/08 00:00:00,1700,892,636,172,17,22.9,13,0,0,8,5,4,54,8,20.9,37.1,107.7,134.6,172.1,178.8,176.6,204.5,685.7,1932.6,133.5,187.9,2,2,8,0,1,440,5.9,88
2020/05/09 00:00:00,1717,919,621,177,12,21.4,17,0,0,12,5,5,52,7,20.9,37.1,109.6,135.2,172.8,180.3,177.4,209.8,691.7,1966.5,134.4,190.1,4,0,12,0,1,356,7,89
2020/05/10 00:00:00,1729,994,552,183,25,21.7,12,0,0,8,4,3,53,6,20.9,38,112.7,135.9,173.6,181,178.3,209.8,697.7,1966.5,135.2,191.6,1,1,7,1,2,314,8,90
2020/05/11 00:00:00,1749,1030,533,186,14,21.7,20,0,0,14,6,1,52,6,20.9,38,115.2,135.9,175.1,183.9,178.3,212.5,712.6,2000.5,136.6,194,2,1,14,0,3,273,8.8,91
2020/05/12 00:00:00,1772,1065,518,189,13,19.4,23,0,0,17,6,4,52,7,20.9,40.6,117,137.1,176.5,186,180,215.1,727.5,2011.8,138.1,196.8,5,0,17,0,1,275,8.7,92
2020/05/13 00:00:00,1793,1102,499,192,21,19.1,21,0,0,15,6,2,48,8,20.9,42.4,118.3,138.4,178,188.1,183.3,216.4,733.5,2045.7,139.7,199.3,4,0,15,0,2,271,8.1,93
2020/05/14 00:00:00,1807,1141,470,196,25,18.1,14,0,0,10,4,1,45,7,20.9,42.4,118.9,139.6,178.8,189.6,185.9,221.7,733.5,2057,140.8,200.7,1,1,10,0,2,265,8.3,94
2020/05/15 00:00:00,1827,1171,458,198,17,18.1,20,0,0,12,8,1,44,6,20.9,43.3,123.2,142.2,181,191.7,185.9,221.7,733.5,2079.6,142,203.4,8,0,12,0,0,262,8.4,95
2020/05/16 00:00:00,1843,1201,438,204,19,19.1,16,0,0,6,10,1,42,5,22.7,43.3,126.3,143.4,181.7,192.4,185.9,224.3,739.4,2090.9,142.9,205.4,6,0,6,1,3,257,9.3,96
2020/05/17 00:00:00,1855,1248,400,207,15,17.7,12,0,0,9,3,1,42,3,22.7,43.3,127.6,144.7,181.7,193.2,188.4,227,742.4,2102.2,144.1,206.5,2,0,9,0,1,250,9.6,97
2020/05/18 00:00:00,1870,1269,392,209,26,19.4,15,0,0,8,7,2,43,2,22.7,43.3,131.9,146,182.5,193.2,190.1,229.6,745.4,2102.2,144.7,208.8,5,0,8,0,2,247,9.7,98
2020/05/19 00:00:00,1882,1313,354,215,23,20.9,12,0,0,8,4,,40,2,22.7,43.3,135,147.2,183.2,193.2,190.1,230.9,748.4,2124.8,146,209.7,4,0,8,0,0,234,10.3,99
2020/05/20 00:00:00,1897,1338,338,221,17,20.3,15,0,0,9,6,3,41,2,22.7,45,136.2,148.5,186.9,193.9,190.1,230.9,754.3,2136.1,147,211.6,4,0,9,0,2,233,9.9,100
2020/05/21 00:00:00,1905,1354,323,228,11,18.3,8,0,0,1,7,,38,2,23.6,45.9,137.5,149.8,187.7,193.9,190.1,230.9,757.3,2136.1,147.4,212.7,5,0,1,0,2,218,10.1,101
2020/05/22 00:00:00,1912,1373,309,230,7,16.9,7,0,0,3,4,1,36,2,23.6,45.9,139.3,151,187.7,193.9,190.9,230.9,760.3,2136.1,148.2,213.2,2,0,3,0,2,212,10.8,102
2020/05/23 00:00:00,1921,1383,302,236,6,15,9,1,0,3,5,1,35,1,23.6,45.9,140.6,151.7,189.1,195.3,191.7,230.9,763.3,2136.1,148.6,214.5,3,0,4,0,2,204,11.8,103
2020/05/24 00:00:00,1930,1395,299,236,8,14,9,0,0,3,6,1,36,2,23.6,46.8,141.2,151.7,189.9,196,191.7,234.9,769.2,2136.1,149.5,215.3,5,0,3,0,1,201,11.4,104
2020/05/25 00:00:00,1945,1411,295,239,6,11.1,15,1,0,7,7,,35,2,24.6,48.6,144.3,154.2,189.9,196,191.7,236.2,772.2,2147.4,149.9,217.7,7,0,7,0,1,196,10.7,105
2020/05/26 00:00:00,1951,1424,284,243,16,10.1,6,0,0,2,4,1,35,2,24.6,48.6,144.3,154.8,190.6,196.7,194.3,236.2,772.2,2147.4,150.5,218.3,2,0,2,1,1,179,11.7,106
2020/05/27 00:00:00,1956,1457,256,243,8,8.9,5,0,0,1,4,1,33,2,25.5,48.6,144.3,154.8,191.4,197.4,195.1,236.2,775.2,2147.4,150.7,219,2,0,1,0,2,163,12.9,107
2020/05/28 00:00:00,1960,1484,232,244,4,7.9,4,0,0,2,2,1,31,1,25.5,48.6,145.5,154.8,192.9,197.4,195.1,236.2,775.2,2147.4,151.1,219.4,2,0,2,0,0,153,12.4,108
2020/05/29 00:00:00,1967,1498,223,246,7,7.9,7,0,0,3,4,2,32,1,25.5,48.6,146.1,156.1,193.6,198.2,195.1,237.5,778.2,2147.4,151.8,219.9,3,0,3,0,1,140,14.3,109
2020/05/30 00:00:00,1970,1518,205,247,15,9.1,3,1,0,1,1,,31,1,25.5,48.6,147.4,156.1,193.6,198.9,195.1,237.5,778.2,2147.4,151.8,220.5,0,0,2,0,1,127,14.2,110
2020/05/31 00:00:00,1974,1536,190,248,10,9.4,4,0,0,1,3,3,34,1,26.4,48.6,147.4,156.7,194.3,198.9,195.1,237.5,778.2,2158.7,152,221,2,0,1,0,1,119,15.1,111
2020/06/01 00:00:00,1985,1556,180,249,5,9.3,11,0,0,5,6,,31,1,26.4,49.5,148.6,158,194.3,198.9,195.1,237.5,793.1,2170,153.2,222,5,0,5,0,1,115,14.8,112
2020/06/02 00:00:00,1988,1577,162,249,8,8.1,3,0,0,1,2,,26,1,26.4,49.5,148.6,159.2,195.1,198.9,195.1,237.5,793.1,2170,153.4,222.4,1,0,1,0,1,106,17,113
2020/06/03 00:00:00,1998,1596,152,250,8,8.1,10,0,0,7,3,,22,,26.4,49.5,149.2,159.9,195.1,199.6,196.8,237.5,802,2192.6,154.3,223.3,1,0,7,0,2,101,17.8,114
2020/06/04 00:00:00,2005,1610,142,253,8,8.7,7,0,0,2,5,,20,,26.4,52.1,149.8,160.5,195.8,199.6,196.8,237.5,802,2203.9,155.3,223.7,2,0,2,0,3,100,19,115
2020/06/05 00:00:00,2009,1621,133,255,15,9.9,4,0,0,1,3,1,21,,26.4,52.1,150.5,160.5,195.8,201,196.8,237.5,805,2203.9,155.9,223.8,2,0,1,0,1,97,18.6,116
2020/06/06 00:00:00,2012,1632,123,257,2,8,3,0,0,0,3,,21,,26.4,52.1,150.5,161.1,195.8,202.5,196.8,237.5,805,2203.9,156.1,224.2,3,0,0,0,0,91,17.6,117
2020/06/07 00:00:00,2013,1640,115,258,4,7.1,1,0,0,0,1,,20,,26.4,52.1,150.5,161.8,195.8,202.5,196.8,237.5,805,2203.9,156.3,224.2,0,0,0,0,1,83,19.3,118
