_Date,Cumulative_Cases_by_Episode_Date,Cumulative_Resolved_Cases_by_Episode_Date,Cumulative_Active_Cases_by_Episode_Date,Cumulative_Deaths_by_Date_of_Death,Daily_Cases_by_Reported_Date,7-day_Average_of_Newly_Reported_cases_by_Reported_Date,Daily_Cases_by_Episode_Date,Daily_Cases_Linked_to_a_Community_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_a_School_or_Childcare_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_an_Institutional_Outbreak_by_Episode_Date,Daily_Cases_Not_Linked_to_an_Outbreak_ie_Sporadic_Cases_by_Episode_Date,Cases_Newly_Admitted_to_Hospital,Cases_Currently_in_Hospital,Cases_Currently_in_ICU,"Cumulative_Rate_for_0-9_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_10-19_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_20-29_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_30-39_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_40-49_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_50-59_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_60-69_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_70-79_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_80-89_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_90_Years_and_Over_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Males_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Females_per_100,000_pop_by_Episode_Date",Source_of_Infection_is_Close_Contact_by_Episode_Date,Source_of_Infection_is_Missing_by_Episode_Date,Source_of_Infection_is_an_Outbreak_by_Episode_Date,Source_of_Infection_is_Travel_by_Episode_Date,Source_of_Infection_is_Unknown_by_Episode_Date,Sum_of_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,%_No_Known_Source_for_Cases_with_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,OBJECTID
2020/11/15 00:00:00,8084,7097,627,360,29,54.1,30,1,3,1,25,,37,2,481,821.2,1035.3,672.9,758.1,675.3,534,549,1541.4,4000.9,703.2,827.4,16,0,5,1,8,719,18.1,279
2020/11/16 00:00:00,8128,7182,583,363,11,51.3,44,0,2,3,39,3,35,2,486.5,825.7,1039,678,761.8,681,535.7,551.6,1541.4,4023.5,706.2,832.6,27,1,5,0,11,699,18.6,280
2020/11/17 00:00:00,8169,7246,560,363,40,49.7,41,1,1,10,29,1,34,2,491.9,829.2,1041.5,681.2,764.8,686,538.2,554.2,1547.4,4068.7,709.9,836.7,20,0,12,1,8,668,19.9,281
2020/11/18 00:00:00,8209,7299,547,363,66,48,40,3,2,6,29,1,34,2,496.5,833.6,1045.2,685.6,768.5,689.6,541.6,556.9,1550.4,4068.7,713.4,840.8,16,5,11,2,6,643,19.6,282
2020/11/19 00:00:00,8229,7332,533,364,52,47,20,1,0,1,18,,32,2,497.4,835.4,1049.5,687.5,772.2,691.1,541.6,556.9,1550.4,4068.7,715.5,842.5,7,1,2,4,6,617,19.9,283
2020/11/20 00:00:00,8254,7397,493,364,30,39.9,25,1,2,2,20,1,32,2,501,838,1051.4,690.6,773.7,694.6,543.3,558.2,1550.4,4068.7,718.2,844.5,11,1,5,2,6,568,20.6,284
2020/11/21 00:00:00,8283,7457,461,365,27,36.4,29,4,2,4,19,2,34,2,501.9,840.7,1054.5,695.7,777.4,695.3,544.1,559.5,1559.3,4080,721.3,846.9,11,0,10,1,7,561,20.7,285
2020/11/22 00:00:00,8308,7496,444,368,26,36,25,3,1,4,17,3,34,4,504.7,841.6,1058.2,698.9,780.3,696.8,545.8,560.8,1562.3,4080,723.2,849.7,13,1,7,0,4,549,19.9,286
2020/11/23 00:00:00,8350,7549,431,370,20,37.3,42,3,3,10,26,1,29,3,509.2,846,1063.2,703.9,785.5,698.9,547.5,562.1,1562.3,4113.9,727.1,853.8,15,0,15,1,11,521,20.7,287
2020/11/24 00:00:00,8400,7586,444,370,21,34.6,50,5,1,8,36,1,26,3,516.5,850.4,1065.6,712.8,787.7,703.9,550.8,564.8,1565.3,4136.5,731.2,859.2,27,2,12,1,8,504,19.2,288
2020/11/25 00:00:00,8458,7631,456,371,37,30.4,58,3,2,11,42,2,26,2,521,861,1071.2,716.5,793.7,711.1,553.3,570.1,1568.3,4136.5,736.4,865,27,3,16,0,12,505,19,289
2020/11/26 00:00:00,8502,7657,473,372,61,31.7,44,1,1,5,37,3,26,2,527.4,868.9,1074.9,721,796.6,711.8,556.7,574,1577.2,4136.5,740.8,868.9,22,4,7,2,9,507,19.7,290
2020/11/27 00:00:00,8544,7688,482,374,57,35.6,42,1,1,3,37,3,27,1,530.1,876.9,1079.9,727.3,799.6,713.9,558.4,576.7,1580.2,4136.5,745.1,872.6,21,3,5,2,11,511,21.5,291
2020/11/28 00:00:00,8581,7730,476,375,59,40.1,37,0,1,2,34,2,28,1,531.9,879.5,1086.1,733.6,801.8,716.1,561.8,578,1583.2,4136.5,748.9,875.8,14,3,3,1,16,527,23.3,292
2020/11/29 00:00:00,8628,7757,494,377,22,39.6,47,0,3,4,40,5,30,1,534.7,883.9,1097.2,736.8,806.3,717.5,565.1,581.9,1586.2,4136.5,753.8,879.9,21,1,7,1,17,544,24.3,293
2020/11/30 00:00:00,8669,7793,498,378,48,43.6,41,1,0,7,33,1,26,1,537.4,887.5,1102.2,744.3,809.3,721.1,566.8,583.3,1586.2,4159.1,758.6,882.7,19,1,8,1,12,541,24.6,294
2020/12/01 00:00:00,8714,7825,511,378,32,45.1,45,1,1,8,35,3,29,1,540.1,893.7,1109.6,748.8,812.2,725.4,567.6,587.2,1586.2,4181.7,763.4,886.4,17,3,10,1,14,545,25.5,295
2020/12/02 00:00:00,8754,7853,522,379,48,46.7,40,1,2,8,29,6,33,1,545.6,898.1,1115.2,750.7,818.2,727.5,569.3,591.2,1589.1,4181.7,766.5,890.9,18,1,11,0,10,545,26.2,296
2020/12/03 00:00:00,8787,7892,515,380,38,43.4,33,0,0,6,27,3,33,1,548.3,902.5,1118.9,753.2,823.4,731.8,570.2,592.5,1589.1,4181.7,769.8,893.9,16,1,6,1,9,558,26.2,297
2020/12/04 00:00:00,8824,7929,514,381,57,43.4,37,1,3,4,29,2,33,1,551,907.8,1121.4,758.9,826.3,736.1,572.7,593.8,1592.1,4181.7,774,896.7,18,3,8,1,7,570,25.8,298
2020/12/05 00:00:00,8852,7973,498,381,45,41.4,28,2,1,2,23,1,33,1,552.9,908.7,1127.6,761.4,828.5,738.3,575.2,596.5,1592.1,4181.7,777.1,898.9,12,1,5,2,8,569,26,299
2020/12/06 00:00:00,8873,8019,472,382,33,43,21,0,1,3,17,1,33,2,556.5,910.4,1131.3,762,830,741.1,576.1,596.5,1595.1,4181.7,778.9,901.1,11,0,4,2,4,565,26.2,300
2020/12/07 00:00:00,8924,8066,475,383,22,39.3,51,0,4,4,43,2,33,1,566.5,918.4,1137.5,765.2,836,741.8,579.4,597.8,1601.1,4181.7,782.5,907.1,26,9,8,0,8,574,25.3,301
2020/12/08 00:00:00,8955,8114,458,383,59,43.1,31,0,0,3,28,,29,1,570.1,922.8,1144.3,767.1,838.2,744,580.3,597.8,1604.1,4181.7,784.9,910.6,17,7,3,1,3,555,25.2,302
2020/12/09 00:00:00,8984,8156,444,384,38,41.7,29,0,0,1,28,1,26,3,572.9,922.8,1146.1,773.4,841.2,746.9,581.9,597.8,1610,4181.7,787.6,913.4,2,25,1,0,1,526,24.5,303
2020/12/10 00:00:00,8985,8196,405,384,61,45,1,0,0,1,0,1,26,3,572.9,922.8,1146.1,774,841.2,746.9,581.9,597.8,1610,4181.7,787.6,913.6,0,0,1,0,0,483,24.8,304
2020/12/11 00:00:00,8987,8236,367,384,19,39.6,2,0,0,0,2,,26,3,572.9,922.8,1146.1,774,841.9,747.6,581.9,597.8,1610,4181.7,787.8,913.8,0,2,0,0,0,443,24.6,305
